Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes
13	rtr-1	0	dev=net(0)	DropData	0	0
13	rtr-1	-1	all	SatisfiedInterests	100	0
13	rtr-1	-1	all	TimedOutInterests	0	0
13	rtr-2	0	dev=net(0)	InInterests	50	1.80664
13	rtr-2	0	dev=net(0)	OutInterests	0	0
13	rtr-2	0	dev=net(0)	DropInterests	0	0
13	rtr-2	0	dev=net(0)	InNacks	0	0
13	rtr-2	0	dev=net(0)	OutNacks	0	0
13	rtr-2	0	dev=net(0)	DropNacks	0	0
13	rtr-2	0	dev=net(0)	InData	0	0
13	rtr-2	0	dev=net(0)	OutData	50	52.0996
13	rtr-2	0	dev=net(0)	DropData	0	0
13	rtr-2	1	dev=net(1)	InInterests	50	1.80664
13	rtr-2	1	dev=net(1)	OutInterests	0	0
13	rtr-2	1	dev=net(1)	DropInterests	0	0
13	rtr-2	1	dev=net(1)	InNacks	0	0
13	rtr-2	1	dev=net(1)	OutNacks	0	0
13	rtr-2	1	dev=net(1)	DropNacks	0	0
13	rtr-2	1	dev=net(1)	InData	0	0
13	rtr-2	1	dev=net(1)	OutData	50	52.0996
13	rtr-2	1	dev=net(1)	DropData	0	0
13	rtr-2	2	dev=net(2)	InInterests	0	0
13	rtr-2	2	dev=net(2)	OutInterests	100	3.61328
13	rtr-2	2	dev=net(2)	DropInterests	0	0
13	rtr-2	2	dev=net(2)	InNacks	0	0
13	rtr-2	2	dev=net(2)	OutNacks	0	0
13	rtr-2	2	dev=net(2)	DropNacks	0	0
13	rtr-2	2	dev=net(2)	InData	100	104.199
13	rtr-2	2	dev=net(2)	OutData	0	0
13	rtr-2	2	dev=net(2)	DropData	0	0
13	rtr-2	-1	all	SatisfiedInterests	100	0
13	rtr-2	-1	all	TimedOutInterests	0	0
13	root	0	dev=net(0)	InInterests	100	3.61328
13	root	0	dev=net(0)	OutInterests	0	0
13	root	0	dev=net(0)	DropInterests	0	0
13	root	0	dev=net(0)	InNacks	0	0
13	root	0	dev=net(0)	OutNacks	0	0
13	root	0	dev=net(0)	DropNacks	0	0
13	root	0	dev=net(0)	InData	0	0
13	root	0	dev=net(0)	OutData	100	104.199
13	root	0	dev=net(0)	DropData	0	0
13	root	1	dev=net(1)	InInterests	100	3.61328
13	root	1	dev=net(1)	OutInterests	0	0
13	root	1	dev=net(1)	DropInterests	0	0
13	root	1	dev=net(1)	InNacks	0	0
13	root	1	dev=net(1)	OutNacks	0	0
13	root	1	dev=net(1)	DropNacks	0	0
13	root	1	dev=net(1)	InData	0	0
13	root	1	dev=net(1)	OutData	100	104.199
13	root	1	dev=net(1)	DropData	0	0
13	root	2	dev=local(2)	InInterests	0	0
13	root	2	dev=local(2)	OutInterests	200	7.22656
13	root	2	dev=local(2)	DropInterests	0	0
13	root	2	dev=local(2)	InNacks	0	0
13	root	2	dev=local(2)	OutNacks	0	0
13	root	2	dev=local(2)	DropNacks	0	0
13	root	2	dev=local(2)	InData	200	0
13	root	2	dev=local(2)	OutData	0	0
13	root	2	dev=local(2)	DropData	0	0
13	root	-1	all	SatisfiedInterests	200	0
13	root	-1	all	TimedOutInterests	0	0
13.5	leaf-1	0	dev=net(0)	InInterests	0	0
13.5	leaf-1	0	dev=net(0)	OutInterests	50	1.80664
13.5	leaf-1	0	dev=net(0)	DropInterests	0	0
13.5	leaf-1	0	dev=net(0)	InNacks	0	0
13.5	leaf-1	0	dev=net(0)	OutNacks	0	0
13.5	leaf-1	0	dev=net(0)	DropNacks	0	0
13.5	leaf-1	0	dev=net(0)	InData	50	52.0996
13.5	leaf-1	0	dev=net(0)	OutData	0	0
13.5	leaf-1	0	dev=net(0)	DropData	0	0
13.5	leaf-1	1	dev=local(1)	InInterests	50	0
13.5	leaf-1	1	dev=local(1)	OutInterests	0	0
13.5	leaf-1	1	dev=local(1)	DropInterests	0	0
13.5	leaf-1	1	dev=local(1)	InNacks	0	0
13.5	leaf-1	1	dev=local(1)	OutNacks	0	0
13.5	leaf-1	1	dev=local(1)	DropNacks	0	0
13.5	leaf-1	1	dev=local(1)	InData	0	0
13.5	leaf-1	1	dev=local(1)	OutData	50	52.0996
13.5	leaf-1	1	dev=local(1)	DropData	0	0
13.5	leaf-1	-1	all	SatisfiedInterests	50	0
13.5	leaf-1	-1	all	TimedOutInterests	0	0
13.5	leaf-2	0	dev=net(0)	InInterests	0	0
13.5	leaf-2	0	dev=net(0)	OutInterests	50	1.80664
13.5	leaf-2	0	dev=net(0)	DropInterests	0	0
13.5	leaf-2	0	dev=net(0)	InNacks	0	0
13.5	leaf-2	0	dev=net(0)	OutNacks	0	0
13.5	leaf-2	0	dev=net(0)	DropNacks	0	0
13.5	leaf-2	0	dev=net(0)	InData	50	52.0996
13.5	leaf-2	0	dev=net(0)	OutData	0	0
13.5	leaf-2	0	dev=net(0)	DropData	0	0
13.5	leaf-2	1	dev=local(1)	InInterests	50	0
13.5	leaf-2	1	dev=local(1)	OutInterests	0	0
13.5	leaf-2	1	dev=local(1)	DropInterests	0	0
13.5	leaf-2	1	dev=local(1)	InNacks	0	0
13.5	leaf-2	1	dev=local(1)	OutNacks	0	0
13.5	leaf-2	1	dev=local(1)	DropNacks	0	0
13.5	leaf-2	1	dev=local(1)	InData	0	0
13.5	leaf-2	1	dev=local(1)	OutData	50	52.0996
13.5	leaf-2	1	dev=local(1)	DropData	0	0
13.5	leaf-2	-1	all	SatisfiedInterests	50	0
13.5	leaf-2	-1	all	TimedOutInterests	0	0
13.5	leaf-3	0	dev=net(0)	InInterests	0	0
13.5	leaf-3	0	dev=net(0)	OutInterests	50	1.80664
13.5	leaf-3	0	dev=net(0)	DropInterests	0	0
13.5	leaf-3	0	dev=net(0)	InNacks	0	0
13.5	leaf-3	0	dev=net(0)	OutNacks	0	0
13.5	leaf-3	0	dev=net(0)	DropNacks	0	0
13.5	leaf-3	0	dev=net(0)	InData	50	52.0996
13.5	leaf-3	0	dev=net(0)	OutData	0	0
13.5	leaf-3	0	dev=net(0)	DropData	0	0
13.5	leaf-3	1	dev=local(1)	InInterests	50	0
13.5	leaf-3	1	dev=local(1)	OutInterests	0	0
13.5	leaf-3	1	dev=local(1)	DropInterests	0	0
13.5	leaf-3	1	dev=local(1)	InNacks	0	0
13.5	leaf-3	1	dev=local(1)	OutNacks	0	0
13.5	leaf-3	1	dev=local(1)	DropNacks	0	0
13.5	leaf-3	1	dev=local(1)	InData	0	0
13.5	leaf-3	1	dev=local(1)	OutData	50	52.0996
13.5	leaf-3	1	dev=local(1)	DropData	0	0
13.5	leaf-3	-1	all	SatisfiedInterests	50	0
13.5	leaf-3	-1	all	TimedOutInterests	0	0
13.5	leaf-4	0	dev=net(0)	InInterests	0	0
13.5	leaf-4	0	dev=net(0)	OutInterests	50	1.80664
13.5	leaf-4	0	dev=net(0)	DropInterests	0	0
13.5	leaf-4	0	dev=net(0)	InNacks	0	0
13.5	leaf-4	0	dev=net(0)	OutNacks	0	0
13.5	leaf-4	0	dev=net(0)	DropNacks	0	0
13.5	leaf-4	0	dev=net(0)	InData	50	52.0996
13.5	leaf-4	0	dev=net(0)	OutData	0	0
13.5	leaf-4	0	dev=net(0)	DropData	0	0
13.5	leaf-4	1	dev=local(1)	InInterests	50	0
13.5	leaf-4	1	dev=local(1)	OutInterests	0	0
13.5	leaf-4	1	dev=local(1)	DropInterests	0	0
13.5	leaf-4	1	dev=local(1)	InNacks	0	0
13.5	leaf-4	1	dev=local(1)	OutNacks	0	0
13.5	leaf-4	1	dev=local(1)	DropNacks	0	0
13.5	leaf-4	1	dev=local(1)	InData	0	0
13.5	leaf-4	1	dev=local(1)	OutData	50	52.0996
13.5	leaf-4	1	dev=local(1)	DropData	0	0
13.5	leaf-4	-1	all	SatisfiedInterests	50	0
13.5	leaf-4	-1	all	TimedOutInterests	0	0
13.5	rtr-1	1	dev=net(1)	InInterests	50	1.80664
13.5	rtr-1	1	dev=net(1)	OutInterests	0	0
13.5	rtr-1	1	dev=net(1)	DropInterests	0	0
13.5	rtr-1	1	dev=net(1)	InNacks	0	0
13.5	rtr-1	1	dev=net(1)	OutNacks	0	0
13.5	rtr-1	1	dev=net(1)	DropNacks	0	0
13.5	rtr-1	1	dev=net(1)	InData	0	0
13.5	rtr-1	1	dev=net(1)	OutData	50	52.0996
13.5	rtr-1	1	dev=net(1)	DropData	0	0
13.5	rtr-1	2	dev=net(2)	InInterests	0	0
13.5	rtr-1	2	dev=net(2)	OutInterests	100	3.61328
13.5	rtr-1	2	dev=net(2)	DropInterests	0	0
13.5	rtr-1	2	dev=net(2)	InNacks	0	0
13.5	rtr-1	2	dev=net(2)	OutNacks	0	0
13.5	rtr-1	2	dev=net(2)	DropNacks	0	0
13.5	rtr-1	2	dev=net(2)	InData	100	104.199
13.5	rtr-1	2	dev=net(2)	OutData	0	0
13.5	rtr-1	2	dev=net(2)	DropData	0	0
13.5	rtr-1	0	dev=net(0)	InInterests	50	1.80664
13.5	rtr-1	0	dev=net(0)	OutInterests	0	0
13.5	rtr-1	0	dev=net(0)	DropInterests	0	0
13.5	rtr-1	0	dev=net(0)	InNacks	0	0
13.5	rtr-1	0	dev=net(0)	OutNacks	0	0
13.5	rtr-1	0	dev=net(0)	DropNacks	0	0
13.5	rtr-1	0	dev=net(0)	InData	0	0
13.5	rtr-1	0	dev=net(0)	OutData	50	52.0996
13.5	rtr-1	0	dev=net(0)	DropData	0	0
13.5	rtr-1	-1	all	SatisfiedInterests	100	0
13.5	rtr-1	-1	all	TimedOutInterests	0	0
13.5	rtr-2	0	dev=net(0)	InInterests	50	1.80664
13.5	rtr-2	0	dev=net(0)	OutInterests	0	0
13.5	rtr-2	0	dev=net(0)	DropInterests	0	0
13.5	rtr-2	0	dev=net(0)	InNacks	0	0
13.5	rtr-2	0	dev=net(0)	OutNacks	0	0
13.5	rtr-2	0	dev=net(0)	DropNacks	0	0
13.5	rtr-2	0	dev=net(0)	InData	0	0
13.5	rtr-2	0	dev=net(0)	OutData	50	52.0996
13.5	rtr-2	0	dev=net(0)	DropData	0	0
13.5	rtr-2	1	dev=net(1)	InInterests	50	1.80664
13.5	rtr-2	1	dev=net(1)	OutInterests	0	0
13.5	rtr-2	1	dev=net(1)	DropInterests	0	0
13.5	rtr-2	1	dev=net(1)	InNacks	0	0
13.5	rtr-2	1	dev=net(1)	OutNacks	0	0
13.5	rtr-2	1	dev=net(1)	DropNacks	0	0
13.5	rtr-2	1	dev=net(1)	InData	0	0
13.5	rtr-2	1	dev=net(1)	OutData	50	52.0996
13.5	rtr-2	1	dev=net(1)	DropData	0	0
13.5	rtr-2	2	dev=net(2)	InInterests	0	0
13.5	rtr-2	2	dev=net(2)	OutInterests	100	3.61328
13.5	rtr-2	2	dev=net(2)	DropInterests	0	0
13.5	rtr-2	2	dev=net(2)	InNacks	0	0
13.5	rtr-2	2	dev=net(2)	OutNacks	0	0
13.5	rtr-2	2	dev=net(2)	DropNacks	0	0
13.5	rtr-2	2	dev=net(2)	InData	100	104.199
13.5	rtr-2	2	dev=net(2)	OutData	0	0
13.5	rtr-2	2	dev=net(2)	DropData	0	0
13.5	rtr-2	-1	all	SatisfiedInterests	100	0
13.5	rtr-2	-1	all	TimedOutInterests	0	0
13.5	root	0	dev=net(0)	InInterests	100	3.61328
13.5	root	0	dev=net(0)	OutInterests	0	0
13.5	root	0	dev=net(0)	DropInterests	0	0
13.5	root	0	dev=net(0)	InNacks	0	0
13.5	root	0	dev=net(0)	OutNacks	0	0
13.5	root	0	dev=net(0)	DropNacks	0	0
13.5	root	0	dev=net(0)	InData	0	0
13.5	root	0	dev=net(0)	OutData	100	104.199
13.5	root	0	dev=net(0)	DropData	0	0
13.5	root	1	dev=net(1)	InInterests	100	3.61328
13.5	root	1	dev=net(1)	OutInterests	0	0
13.5	root	1	dev=net(1)	DropInterests	0	0
13.5	root	1	dev=net(1)	InNacks	0	0
13.5	root	1	dev=net(1)	OutNacks	0	0
13.5	root	1	dev=net(1)	DropNacks	0	0
13.5	root	1	dev=net(1)	InData	0	0
13.5	root	1	dev=net(1)	OutData	100	104.199
13.5	root	1	dev=net(1)	DropData	0	0
13.5	root	2	dev=local(2)	InInterests	0	0
13.5	root	2	dev=local(2)	OutInterests	200	7.22656
13.5	root	2	dev=local(2)	DropInterests	0	0
13.5	root	2	dev=local(2)	InNacks	0	0
13.5	root	2	dev=local(2)	OutNacks	0	0
13.5	root	2	dev=local(2)	DropNacks	0	0
13.5	root	2	dev=local(2)	InData	200	0
13.5	root	2	dev=local(2)	OutData	0	0
13.5	root	2	dev=local(2)	DropData	0	0
13.5	root	-1	all	SatisfiedInterests	200	0
13.5	root	-1	all	TimedOutInterests	0	0
14	leaf-1	0	dev=net(0)	InInterests	0	0
14	leaf-1	0	dev=net(0)	OutInterests	50	1.80664
14	leaf-1	0	dev=net(0)	DropInterests	0	0
14	leaf-1	0	dev=net(0)	InNacks	0	0
14	leaf-1	0	dev=net(0)	OutNacks	0	0
14	leaf-1	0	dev=net(0)	DropNacks	0	0
14	leaf-1	0	dev=net(0)	InData	50	52.0996
14	leaf-1	0	dev=net(0)	OutData	0	0
14	leaf-1	0	dev=net(0)	DropData	0	0
14	leaf-1	1	dev=local(1)	InInterests	50	0
14	leaf-1	1	dev=local(1)	OutInterests	0	0
14	leaf-1	1	dev=local(1)	DropInterests	0	0
14	leaf-1	1	dev=local(1)	InNacks	0	0
14	leaf-1	1	dev=local(1)	OutNacks	0	0
14	leaf-1	1	dev=local(1)	DropNacks	0	0
14	leaf-1	1	dev=local(1)	InData	0	0
14	leaf-1	1	dev=local(1)	OutData	50	52.0996
14	leaf-1	1	dev=local(1)	DropData	0	0
14	leaf-1	-1	all	SatisfiedInterests	50	0
14	leaf-1	-1	all	TimedOutInterests	0	0
14	leaf-2	0	dev=net(0)	InInterests	0	0
14	leaf-2	0	dev=net(0)	OutInterests	50	1.80664
14	leaf-2	0	dev=net(0)	DropInterests	0	0
14	leaf-2	0	dev=net(0)	InNacks	0	0
14	leaf-2	0	dev=net(0)	OutNacks	0	0
14	leaf-2	0	dev=net(0)	DropNacks	0	0
14	leaf-2	0	dev=net(0)	InData	50	52.0996
14	leaf-2	0	dev=net(0)	OutData	0	0
14	leaf-2	0	dev=net(0)	DropData	0	0
14	leaf-2	1	dev=local(1)	InInterests	50	0
14	leaf-2	1	dev=local(1)	OutInterests	0	0
14	leaf-2	1	dev=local(1)	DropInterests	0	0
14	leaf-2	1	dev=local(1)	InNacks	0	0
14	leaf-2	1	dev=local(1)	OutNacks	0	0
14	leaf-2	1	dev=local(1)	DropNacks	0	0
14	leaf-2	1	dev=local(1)	InData	0	0
14	leaf-2	1	dev=local(1)	OutData	50	52.0996
14	leaf-2	1	dev=local(1)	DropData	0	0
14	leaf-2	-1	all	SatisfiedInterests	50	0
14	leaf-2	-1	all	TimedOutInterests	0	0
14	leaf-3	0	dev=net(0)	InInterests	0	0
14	leaf-3	0	dev=net(0)	OutInterests	50	1.80664
14	leaf-3	0	dev=net(0)	DropInterests	0	0
14	leaf-3	0	dev=net(0)	InNacks	0	0
14	leaf-3	0	dev=net(0)	OutNacks	0	0
14	leaf-3	0	dev=net(0)	DropNacks	0	0
14	leaf-3	0	dev=net(0)	InData	50	52.0996
14	leaf-3	0	dev=net(0)	OutData	0	0
14	leaf-3	0	dev=net(0)	DropData	0	0
14	leaf-3	1	dev=local(1)	InInterests	50	0
14	leaf-3	1	dev=local(1)	OutInterests	0	0
14	leaf-3	1	dev=local(1)	DropInterests	0	0
14	leaf-3	1	dev=local(1)	InNacks	0	0
14	leaf-3	1	dev=local(1)	OutNacks	0	0
14	leaf-3	1	dev=local(1)	DropNacks	0	0
14	leaf-3	1	dev=local(1)	InData	0	0
14	leaf-3	1	dev=local(1)	OutData	50	52.0996
14	leaf-3	1	dev=local(1)	DropData	0	0
14	leaf-3	-1	all	SatisfiedInterests	50	0
14	leaf-3	-1	all	TimedOutInterests	0	0
14	leaf-4	0	dev=net(0)	InInterests	0	0
14	leaf-4	0	dev=net(0)	OutInterests	50	1.80664
14	leaf-4	0	dev=net(0)	DropInterests	0	0
14	leaf-4	0	dev=net(0)	InNacks	0	0
14	leaf-4	0	dev=net(0)	OutNacks	0	0
14	leaf-4	0	dev=net(0)	DropNacks	0	0
14	leaf-4	0	dev=net(0)	InData	50	52.0996
14	leaf-4	0	dev=net(0)	OutData	0	0
14	leaf-4	0	dev=net(0)	DropData	0	0
14	leaf-4	1	dev=local(1)	InInterests	50	0
14	leaf-4	1	dev=local(1)	OutInterests	0	0
14	leaf-4	1	dev=local(1)	DropInterests	0	0
14	leaf-4	1	dev=local(1)	InNacks	0	0
14	leaf-4	1	dev=local(1)	OutNacks	0	0
14	leaf-4	1	dev=local(1)	DropNacks	0	0
14	leaf-4	1	dev=local(1)	InData	0	0
14	leaf-4	1	dev=local(1)	OutData	50	52.0996
14	leaf-4	1	dev=local(1)	DropData	0	0
14	leaf-4	-1	all	SatisfiedInterests	50	0
14	leaf-4	-1	all	TimedOutInterests	0	0
14	rtr-1	1	dev=net(1)	InInterests	50	1.80664
14	rtr-1	1	dev=net(1)	OutInterests	0	0
14	rtr-1	1	dev=net(1)	DropInterests	0	0
14	rtr-1	1	dev=net(1)	InNacks	0	0
14	rtr-1	1	dev=net(1)	OutNacks	0	0
14	rtr-1	1	dev=net(1)	DropNacks	0	0
14	rtr-1	1	dev=net(1)	InData	0	0
14	rtr-1	1	dev=net(1)	OutData	50	52.0996
14	rtr-1	1	dev=net(1)	DropData	0	0
14	rtr-1	2	dev=net(2)	InInterests	0	0
14	rtr-1	2	dev=net(2)	OutInterests	100	3.61328
14	rtr-1	2	dev=net(2)	DropInterests	0	0
14	rtr-1	2	dev=net(2)	InNacks	0	0
14	rtr-1	2	dev=net(2)	OutNacks	0	0
14	rtr-1	2	dev=net(2)	DropNacks	0	0
14	rtr-1	2	dev=net(2)	InData	100	104.199
14	rtr-1	2	dev=net(2)	OutData	0	0
14	rtr-1	2	dev=net(2)	DropData	0	0
14	rtr-1	0	dev=net(0)	InInterests	50	1.80664
14	rtr-1	0	dev=net(0)	OutInterests	0	0
14	rtr-1	0	dev=net(0)	DropInterests	0	0
14	rtr-1	0	dev=net(0)	InNacks	0	0
14	rtr-1	0	dev=net(0)	OutNacks	0	0
14	rtr-1	0	dev=net(0)	DropNacks	0	0
14	rtr-1	0	dev=net(0)	InData	0	0
14	rtr-1	0	dev=net(0)	OutData	50	52.0996
14	rtr-1	0	dev=net(0)	DropData	0	0
14	rtr-1	-1	all	SatisfiedInterests	100	0
14	rtr-1	-1	all	TimedOutInterests	0	0
14	rtr-2	0	dev=net(0)	InInterests	50	1.80664
14	rtr-2	0	dev=net(0)	OutInterests	0	0
14	rtr-2	0	dev=net(0)	DropInterests	0	0
14	rtr-2	0	dev=net(0)	InNacks	0	0
14	rtr-2	0	dev=net(0)	OutNacks	0	0
14	rtr-2	0	dev=net(0)	DropNacks	0	0
14	rtr-2	0	dev=net(0)	InData	0	0
14	rtr-2	0	dev=net(0)	OutData	50	52.0996
14	rtr-2	0	dev=net(0)	DropData	0	0
14	rtr-2	1	dev=net(1)	InInterests	50	1.80664
14	rtr-2	1	dev=net(1)	OutInterests	0	0
14	rtr-2	1	dev=net(1)	DropInterests	0	0
14	rtr-2	1	dev=net(1)	InNacks	0	0
14	rtr-2	1	dev=net(1)	OutNacks	0	0
14	rtr-2	1	dev=net(1)	DropNacks	0	0
14	rtr-2	1	dev=net(1)	InData	0	0
14	rtr-2	1	dev=net(1)	OutData	50	52.0996
14	rtr-2	1	dev=net(1)	DropData	0	0
14	rtr-2	2	dev=net(2)	InInterests	0	0
14	rtr-2	2	dev=net(2)	OutInterests	100	3.61328
14	rtr-2	2	dev=net(2)	DropInterests	0	0
14	rtr-2	2	dev=net(2)	InNacks	0	0
14	rtr-2	2	dev=net(2)	OutNacks	0	0
14	rtr-2	2	dev=net(2)	DropNacks	0	0
14	rtr-2	2	dev=net(2)	InData	100	104.199
14	rtr-2	2	dev=net(2)	OutData	0	0
14	rtr-2	2	dev=net(2)	DropData	0	0
14	rtr-2	-1	all	SatisfiedInterests	100	0
14	rtr-2	-1	all	TimedOutInterests	0	0
14	root	0	dev=net(0)	InInterests	100	3.61328
14	root	0	dev=net(0)	OutInterests	0	0
14	root	0	dev=net(0)	DropInterests	0	0
14	root	0	dev=net(0)	InNacks	0	0
14	root	0	dev=net(0)	OutNacks	0	0
14	root	0	dev=net(0)	DropNacks	0	0
14	root	0	dev=net(0)	InData	0	0
14	root	0	dev=net(0)	OutData	100	104.199
14	root	0	dev=net(0)	DropData	0	0
14	root	1	dev=net(1)	InInterests	100	3.61328
14	root	1	dev=net(1)	OutInterests	0	0
